CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,SatisfactionScore,Churn
CUST002525,Male,31,0,Yes,No,0,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,One year,Credit Card,62.08,0.0,2,3,No
CUST002526,Male,23,0,No,No,70,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Credit Card,85.77,6047.76,1,2,No
CUST002527,Male,53,0,Yes,No,11,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Credit Card,70.02,728.95,1,5,Yes
CUST002528,Female,31,0,Yes,Yes,9,Yes,Cable,No,Yes,Yes,No,No,No,Month-to-month,Credit Card,42.91,424.11,1,1,Yes
CUST002529,Female,27,0,Yes,Yes,63,No,Cable,Yes,Yes,No,Yes,No,Yes,Month-to-month,Credit Card,54.6,3423.29,4,1,No
CUST002530,Male,44,0,No,No,23,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank Transfer,23.96,536.42,0,1,Yes
CUST002531,Female,74,1,Yes,No,4,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit Card,38.84,98.88,2,4,Yes
CUST002532,Male,73,1,No,No,7,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit Card,20.0,120.56,0,4,Yes
CUST002533,Male,33,0,Yes,No,30,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Two year,Electronic Check,89.13,2698.21,0,1,No
CUST002534,Female,24,0,Yes,No,38,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Electronic Check,23.0,929.81,3,1,Yes
CUST002535,Female,67,1,No,No,32,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Electronic Check,65.67,2058.29,2,2,Yes
CUST002536,Female,80,1,Yes,No,48,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Bank Transfer,80.54,3820.32,4,5,No
CUST002537,Female,70,1,No,No,49,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Bank Transfer,95.39,4733.1,2,5,No
CUST002538,Female,45,0,Yes,Yes,44,No,Cable,No,Yes,Yes,Yes,No,No,Month-to-month,Mailed Check,20.0,865.19,1,3,Yes
CUST002539,Male,68,1,No,No,37,No,Fiber Optic,No,No,Yes,Yes,No,No,One year,Bank Transfer,95.47,3474.23,0,5,No
CUST002540,Male,27,0,No,No,6,No,Cable,No,No,Yes,No,No,No,Month-to-month,Mailed Check,62.19,395.69,2,5,Yes
CUST002541,Male,58,0,Yes,No,52,Yes,DSL,No,No,Yes,Yes,No,No,One year,Mailed Check,30.45,1528.34,0,2,No
CUST002542,Male,36,0,No,No,56,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Credit Card,65.43,3683.37,2,1,Yes
CUST002543,Female,46,0,Yes,No,11,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Credit Card,26.71,351.11,1,4,Yes
CUST002544,Female,67,1,Yes,No,44,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,One year,Bank Transfer,58.22,2553.77,2,1,Yes
CUST002545,Female,68,1,No,No,7,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,Electronic Check,81.35,576.06,1,3,Yes
CUST002546,Female,59,0,Yes,No,9,Yes,Cable,No,No,Yes,Yes,No,Yes,Month-to-month,Bank Transfer,63.21,584.33,1,1,Yes
CUST002547,Male,61,1,No,No,67,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Electronic Check,20.64,1426.21,1,5,No
CUST002548,Female,20,0,Yes,Yes,67,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Two year,Credit Card,88.85,5990.37,3,2,Yes
CUST002549,Male,36,0,Yes,No,67,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Mailed Check,20.0,1385.74,0,5,No
CUST002550,Female,80,1,No,No,45,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank Transfer,44.77,1957.59,2,4,No
CUST002551,Female,74,1,Yes,Yes,14,No,Cable,Yes,No,Yes,Yes,No,No,Month-to-month,Mailed Check,63.74,905.35,0,5,No
CUST002552,Female,54,0,Yes,No,20,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Electronic Check,103.96,2087.72,0,1,Yes
CUST002553,Female,66,1,Yes,No,51,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-month,Mailed Check,47.04,2385.2,0,5,Yes
CUST002554,Female,20,0,Yes,No,55,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Credit Card,66.99,3679.95,1,5,Yes
CUST002555,Male,80,1,No,No,27,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Month-to-month,Electronic Check,96.7,2563.94,1,3,Yes
CUST002556,Female,19,0,Yes,Yes,21,Yes,DSL,No,No,Yes,No,No,No,One year,Mailed Check,38.14,845.44,3,4,No
CUST002557,Male,22,0,No,No,24,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Bank Transfer,65.06,1528.27,2,2,Yes
CUST002558,Female,53,0,No,No,38,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Electronic Check,52.18,2012.97,0,2,Yes
CUST002559,Male,69,1,Yes,Yes,51,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Credit Card,49.44,2544.19,1,5,Yes
CUST002560,Male,76,1,Yes,No,57,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Electronic Check,37.12,2134.38,0,4,Yes
CUST002561,Male,34,0,No,No,52,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,One year,Electronic Check,106.85,5563.19,2,3,Yes
CUST002562,Male,60,1,No,No,26,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Electronic Check,58.59,1541.54,1,2,Yes
CUST002563,Female,76,1,No,No,9,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Two year,Bank Transfer,123.79,1117.8,1,1,Yes
CUST002564,Male,33,0,No,No,3,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Electronic Check,53.85,194.8,0,2,No
CUST002565,Female,68,1,Yes,Yes,23,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Credit Card,32.36,760.16,2,5,Yes
CUST002566,Female,39,0,Yes,Yes,10,No,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-month,Electronic Check,90.82,881.43,1,1,Yes
CUST002567,Male,74,1,No,No,71,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Bank Transfer,57.37,4073.72,2,4,Yes
CUST002568,Female,52,0,Yes,Yes,57,Yes,Fiber Optic,No,No,No,Yes,No,Yes,One year,Bank Transfer,77.94,4459.45,1,2,No
CUST002569,Male,73,1,No,No,72,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-month,Credit Card,71.92,5199.29,1,4,No
CUST002570,Male,44,0,No,No,47,No,Fiber Optic,No,No,No,No,No,Yes,One year,Bank Transfer,97.45,4635.89,2,5,Yes
CUST002571,Male,52,0,No,No,9,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-to-month,Electronic Check,67.16,566.33,1,4,Yes
CUST002572,Male,27,0,No,No,7,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Month-to-month,Mailed Check,39.85,243.95,1,2,Yes
CUST002573,Male,32,0,No,No,0,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-to-month,Electronic Check,99.16,0.0,3,4,Yes
CUST002574,Female,57,0,Yes,No,13,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Mailed Check,20.19,297.79,0,5,No
CUST002575,Male,75,1,Yes,No,45,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,Credit Card,88.04,3968.43,2,1,Yes
CUST002576,Male,60,1,No,No,63,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic Check,43.08,2747.5,0,4,No
CUST002577,Male,44,0,No,No,14,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-month,Bank Transfer,82.4,1138.79,1,4,No
CUST002578,Male,50,0,No,No,11,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,Electronic Check,84.49,915.53,1,2,Yes
CUST002579,Male,44,0,No,No,23,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Bank Transfer,65.97,1519.41,0,1,Yes
CUST002580,Male,58,0,Yes,Yes,37,No,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-month,Credit Card,75.1,2822.69,3,5,Yes
CUST002581,Male,28,0,Yes,No,21,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Bank Transfer,79.6,1651.24,3,4,No
CUST002582,Male,76,1,No,No,3,No,Fiber Optic,No,No,Yes,Yes,Yes,No,One year,Mailed Check,61.72,166.97,1,5,No
CUST002583,Male,62,1,No,No,56,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-month,Mailed Check,96.02,5436.73,1,5,Yes
CUST002584,Male,65,1,Yes,Yes,25,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Mailed Check,41.05,1036.16,2,1,Yes
CUST002585,Female,71,1,No,No,3,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Two year,Mailed Check,53.61,149.27,0,3,No
CUST002586,Female,61,1,No,No,30,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Bank Transfer,90.8,2678.66,2,2,Yes
CUST002587,Female,65,1,Yes,No,4,No,Cable,No,No,Yes,No,Yes,No,Month-to-month,Bank Transfer,47.99,164.68,0,2,Yes
CUST002588,Male,22,0,No,No,52,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Two year,Credit Card,87.37,4556.55,2,3,Yes
CUST002589,Female,33,0,Yes,No,0,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed Check,20.0,2.78,1,5,Yes
CUST002590,Male,61,1,No,No,14,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Credit Card,74.1,1077.96,1,5,Yes
CUST002591,Female,43,0,No,No,41,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Credit Card,44.79,1825.15,3,4,No
CUST002592,Male,44,0,No,No,67,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed Check,36.46,2407.74,1,5,No
CUST002593,Male,78,1,Yes,No,1,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-month,Bank Transfer,118.68,126.72,5,4,Yes
CUST002594,Female,32,0,No,No,40,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,One year,Mailed Check,64.66,2546.85,3,5,No
CUST002595,Male,62,1,Yes,No,9,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic Check,53.35,514.93,1,5,Yes
CUST002596,Male,40,0,No,No,2,No,Fiber Optic,No,No,No,No,Yes,Yes,Two year,Credit Card,88.66,222.51,2,2,Yes
CUST002597,Female,26,0,Yes,No,40,Yes,Cable,No,No,No,No,Yes,No,Month-to-month,Mailed Check,60.06,2459.53,1,1,Yes
CUST002598,Female,48,0,Yes,No,22,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-month,Bank Transfer,101.81,2233.55,2,4,Yes
CUST002599,Female,74,1,Yes,No,22,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,One year,Mailed Check,106.31,2323.05,1,2,Yes
CUST002600,Female,41,0,No,No,54,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,One year,Mailed Check,76.54,4104.4,1,1,Yes
CUST002601,Male,57,0,Yes,No,65,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Mailed Check,91.48,5982.93,1,1,Yes
CUST002602,Male,23,0,No,No,65,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic Check,62.08,4004.58,1,3,No
CUST002603,Female,61,1,Yes,Yes,59,Yes,Cable,No,Yes,No,Yes,No,No,One year,Mailed Check,84.51,5011.58,2,1,Yes
CUST002604,Male,57,0,No,No,51,No,Fiber Optic,No,Yes,No,Yes,No,Yes,One year,Credit Card,94.42,4769.68,2,5,No
CUST002605,Female,32,0,No,No,39,Yes,Cable,Yes,No,No,Yes,Yes,Yes,One year,Credit Card,60.73,2321.37,0,3,No
CUST002606,Female,79,1,No,No,6,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Credit Card,80.19,526.73,0,2,Yes
CUST002607,Female,61,1,No,No,42,No,Cable,Yes,No,No,No,No,No,One year,Mailed Check,37.06,1562.08,1,2,No
CUST002608,Male,56,0,No,No,29,Yes,Fiber Optic,No,Yes,No,No,No,Yes,One year,Electronic Check,58.21,1709.55,0,5,No
CUST002609,Male,64,1,No,No,23,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Bank Transfer,39.63,892.47,0,4,No
CUST002610,Female,61,1,No,No,40,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Two year,Electronic Check,63.42,2572.16,2,5,No
CUST002611,Female,20,0,No,No,16,Yes,Cable,Yes,No,No,Yes,No,No,Month-to-month,Electronic Check,20.49,343.77,0,3,No
CUST002612,Female,48,0,Yes,No,32,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic Check,48.52,1601.71,3,5,Yes
CUST002613,Male,25,0,Yes,Yes,0,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Two year,Electronic Check,82.86,57.46,0,4,Yes
CUST002614,Female,35,0,Yes,No,53,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Electronic Check,62.22,3302.9,4,1,Yes
CUST002615,Male,18,0,Yes,No,24,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Mailed Check,112.89,2684.78,2,4,No
CUST002616,Male,31,0,No,No,34,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Bank Transfer,53.22,1795.32,3,3,No
CUST002617,Male,25,0,No,No,60,No,Fiber Optic,Yes,No,No,Yes,No,No,Month-to-month,Credit Card,72.35,4289.69,0,1,Yes
CUST002618,Female,21,0,Yes,No,5,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,One year,Mailed Check,63.18,288.47,1,4,No
CUST002619,Female,58,0,No,No,69,No,Cable,Yes,Yes,Yes,No,No,No,One year,Bank Transfer,70.71,4911.18,0,5,No
CUST002620,Male,70,1,No,No,2,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Credit Card,98.67,160.57,4,2,Yes
CUST002621,Male,29,0,No,No,69,Yes,Cable,Yes,Yes,No,No,No,No,Month-to-month,Bank Transfer,51.87,3543.31,0,5,Yes
CUST002622,Male,68,1,No,No,37,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Bank Transfer,105.86,3917.65,3,1,Yes
CUST002623,Female,80,1,Yes,No,22,Yes,Cable,No,Yes,No,Yes,Yes,Yes,One year,Electronic Check,90.4,1965.11,1,2,Yes
CUST002624,Female,61,1,No,No,40,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Electronic Check,74.3,3027.75,2,4,No
CUST002625,Male,80,1,No,No,54,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Month-to-month,Mailed Check,74.6,4060.18,1,4,No
CUST002626,Female,59,0,No,No,67,No,Fiber Optic,Yes,No,No,Yes,No,No,Month-to-month,Bank Transfer,90.53,6028.48,1,4,Yes
CUST002627,Male,39,0,No,No,23,No,DSL,No,No,Yes,No,Yes,No,One year,Mailed Check,31.14,660.3,1,2,No
CUST002628,Female,60,1,Yes,Yes,31,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Mailed Check,67.67,2125.18,1,2,Yes
CUST002629,Female,59,0,No,No,7,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed Check,33.92,186.48,0,1,Yes
CUST002630,Male,61,1,Yes,No,44,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Electronic Check,44.26,1925.95,1,4,Yes
CUST002631,Male,19,0,No,No,24,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit Card,43.39,1014.25,1,5,Yes
CUST002632,Female,38,0,Yes,No,31,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit Card,50.85,1550.47,1,2,Yes
CUST002633,Female,24,0,No,No,33,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-month,Credit Card,66.9,2220.02,1,2,Yes
CUST002634,Female,33,0,No,No,67,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-month,Credit Card,61.39,4098.45,1,4,No
CUST002635,Male,32,0,Yes,Yes,26,No,Fiber Optic,No,No,Yes,No,Yes,No,One year,Mailed Check,58.29,1572.51,1,3,No
CUST002636,Female,45,0,Yes,No,59,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic Check,97.38,5740.78,0,2,Yes
CUST002637,Female,58,0,No,No,18,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Month-to-month,Bank Transfer,72.28,1326.15,2,1,Yes
CUST002638,Female,37,0,No,No,53,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-to-month,Credit Card,61.08,3200.82,4,5,Yes
CUST002639,Male,58,0,No,No,22,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Mailed Check,76.19,1667.05,2,3,Yes
CUST002640,Female,69,1,Yes,Yes,13,Yes,Cable,Yes,Yes,No,No,Yes,Yes,One year,Credit Card,27.51,410.51,5,3,No
CUST002641,Male,53,0,Yes,Yes,36,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Electronic Check,54.34,1996.21,3,1,Yes
CUST002642,Female,35,0,No,No,36,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Electronic Check,43.72,1586.52,0,4,Yes
CUST002643,Male,20,0,Yes,Yes,37,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-month,Mailed Check,61.61,2258.0,1,2,No
CUST002644,Male,18,0,No,No,5,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Credit Card,64.25,315.98,1,2,Yes
CUST002645,Female,73,1,Yes,No,50,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Electronic Check,70.53,3574.46,0,4,No
CUST002646,Male,78,1,Yes,No,21,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Electronic Check,20.0,477.06,2,5,Yes
CUST002647,Male,71,1,No,No,0,Yes,Cable,No,Yes,No,Yes,No,Yes,Month-to-month,Credit Card,39.22,24.42,2,4,Yes
CUST002648,Female,49,0,No,No,69,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Two year,Bank Transfer,87.25,6014.91,0,2,No
CUST002649,Female,34,0,Yes,No,28,Yes,Cable,No,Yes,Yes,No,No,No,Month-to-month,Electronic Check,43.89,1252.7,3,2,Yes
CUST002650,Male,35,0,No,No,11,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Bank Transfer,55.02,655.88,2,1,Yes
CUST002651,Male,78,1,No,No,71,No,DSL,No,No,No,No,No,Yes,Two year,Credit Card,58.76,4162.47,1,5,No
CUST002652,Female,80,1,No,No,66,Yes,Cable,No,Yes,Yes,Yes,Yes,No,Month-to-month,Electronic Check,56.05,3648.94,3,4,Yes
CUST002653,Female,79,1,No,No,26,Yes,Fiber Optic,Yes,No,No,No,No,Yes,One year,Bank Transfer,85.3,2208.72,2,5,No
CUST002654,Female,24,0,Yes,Yes,0,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-month,Bank Transfer,82.15,0.0,2,1,Yes
CUST002655,Male,75,1,No,No,57,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Mailed Check,49.31,2785.33,3,4,Yes
CUST002656,Male,78,1,No,No,6,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,One year,Bank Transfer,80.66,499.27,1,1,Yes
CUST002657,Male,74,1,Yes,No,33,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Two year,Mailed Check,75.79,2560.19,3,2,No
CUST002658,Female,42,0,No,No,61,No,Fiber Optic,No,Yes,No,No,No,No,Two year,Bank Transfer,41.96,2502.5,1,4,No
CUST002659,Female,79,1,Yes,No,34,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Bank Transfer,73.02,2471.31,2,3,No
CUST002660,Female,33,0,No,No,31,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Electronic Check,51.69,1625.12,1,3,Yes
CUST002661,Female,60,1,Yes,No,42,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Mailed Check,67.09,2860.44,1,3,No
CUST002662,Female,38,0,Yes,Yes,44,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Mailed Check,24.13,1087.98,2,1,No
CUST002663,Female,63,1,No,No,13,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Bank Transfer,96.2,1263.03,2,4,Yes
CUST002664,Female,32,0,No,No,33,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Electronic Check,23.26,791.65,2,5,No
CUST002665,Female,42,0,No,No,58,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Mailed Check,54.64,3209.59,1,1,No
CUST002666,Female,73,1,Yes,No,3,No,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-month,Bank Transfer,70.54,262.79,1,5,Yes
CUST002667,Female,45,0,No,No,56,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Mailed Check,22.71,1315.78,0,1,No
CUST002668,Female,40,0,Yes,Yes,30,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Two year,Credit Card,84.72,2516.28,1,3,No
CUST002669,Male,76,1,No,No,9,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit Card,20.0,159.95,1,3,Yes
CUST002670,Female,70,1,Yes,Yes,65,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Month-to-month,Electronic Check,57.92,3710.14,2,4,Yes
CUST002671,Male,42,0,No,No,62,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-month,Bank Transfer,61.09,3775.35,1,1,Yes
CUST002672,Female,55,0,Yes,No,22,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-month,Credit Card,73.96,1647.35,2,5,Yes
CUST002673,Female,64,1,No,No,33,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Two year,Bank Transfer,114.75,3731.01,3,3,No
CUST002674,Male,69,1,Yes,No,46,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Month-to-month,Credit Card,78.51,3575.02,3,1,Yes
CUST002675,Female,66,1,No,No,4,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Electronic Check,65.7,265.9,1,2,Yes
CUST002676,Female,57,0,No,No,26,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Credit Card,38.45,1048.59,1,1,No
CUST002677,Female,43,0,Yes,No,16,No,Fiber Optic,No,No,No,Yes,Yes,No,One year,Electronic Check,60.22,943.5,0,4,No
CUST002678,Male,51,0,No,No,41,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Bank Transfer,84.68,3440.71,0,1,Yes
CUST002679,Male,54,0,Yes,No,8,No,Cable,Yes,Yes,No,Yes,No,Yes,One year,Electronic Check,46.6,414.22,0,2,No
CUST002680,Female,53,0,Yes,Yes,19,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Two year,Bank Transfer,33.14,586.02,2,3,No
CUST002681,Female,28,0,Yes,Yes,19,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Credit Card,65.29,1245.86,1,2,Yes
CUST002682,Male,39,0,No,No,30,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Mailed Check,20.79,683.39,0,2,No
CUST002683,Female,35,0,No,No,66,No,Cable,Yes,No,No,No,Yes,No,Month-to-month,Bank Transfer,47.42,3070.14,2,2,Yes
CUST002684,Male,20,0,No,No,59,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One year,Bank Transfer,86.18,5075.39,1,2,Yes
CUST002685,Male,65,1,No,No,62,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,Credit Card,99.58,6196.91,4,2,Yes
CUST002686,Female,22,0,No,No,19,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Bank Transfer,73.98,1366.81,3,2,Yes
CUST002687,Male,42,0,No,No,3,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Credit Card,44.94,97.08,0,2,Yes
CUST002688,Female,42,0,Yes,Yes,47,Yes,Cable,Yes,No,Yes,No,No,Yes,One year,Credit Card,49.38,2284.45,1,4,No
CUST002689,Male,77,1,No,No,45,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Electronic Check,55.41,2502.97,0,3,Yes
CUST002690,Female,41,0,Yes,Yes,61,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed Check,20.0,1175.49,1,2,No
CUST002691,Male,18,0,No,No,24,No,Fiber Optic,Yes,No,No,No,No,No,Month-to-month,Bank Transfer,65.71,1537.22,1,5,Yes
CUST002692,Female,33,0,No,No,70,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Month-to-month,Credit Card,93.24,6548.1,1,3,Yes
CUST002693,Male,75,1,Yes,No,33,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Mailed Check,106.06,3493.46,2,5,Yes
CUST002694,Female,70,1,Yes,No,72,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Bank Transfer,57.19,4158.77,1,3,No
CUST002695,Female,19,0,No,No,19,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Two year,Credit Card,47.44,898.77,0,3,No
CUST002696,Male,30,0,Yes,No,34,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Bank Transfer,89.19,2992.07,2,4,Yes
CUST002697,Female,36,0,No,No,56,No,Fiber Optic,No,No,No,Yes,No,Yes,Month-to-month,Electronic Check,91.63,5126.5,0,1,Yes
CUST002698,Male,64,1,Yes,Yes,8,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic Check,51.63,397.67,2,5,Yes
CUST002699,Male,24,0,No,No,16,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Credit Card,45.79,755.17,3,3,No
CUST002700,Female,19,0,Yes,Yes,22,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank Transfer,20.0,390.27,2,1,Yes
CUST002701,Female,60,1,Yes,Yes,5,No,Cable,Yes,Yes,Yes,No,No,No,Month-to-month,Mailed Check,73.29,308.3,1,4,Yes
CUST002702,Male,59,0,No,No,45,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-month,Credit Card,67.74,3100.06,2,4,Yes
CUST002703,Female,22,0,Yes,Yes,19,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Two year,Bank Transfer,52.5,962.44,1,3,No
CUST002704,Male,25,0,No,No,33,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-month,Electronic Check,81.69,2737.69,1,1,Yes
