CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,SatisfactionScore,Churn,TenureGroup,MonthlyChargeCategory,SupportLevel,AverageMonthlySpend
CUST003088,Female,58,0,Yes,Yes,43,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Electronic Check,30.1,1282.19,0,4,Yes,2-4 Years,Low,Low,29.818372093023257
CUST003089,Male,46,0,No,No,18,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Credit Card,34.6,664.05,2,5,No,1-2 Years,Low,Medium,36.891666666666666
CUST003090,Female,60,1,Yes,Yes,63,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Credit Card,85.37,5331.96,0,1,No,4-6 Years,High,Low,84.63428571428571
CUST003091,Female,29,0,Yes,No,65,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-month,Bank Transfer,119.34,7714.7,1,3,Yes,4-6 Years,High,Low,118.6876923076923
CUST003092,Male,37,0,Yes,No,28,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Bank Transfer,53.04,1435.83,1,1,Yes,2-4 Years,Medium,Low,51.27964285714285
CUST003093,Male,31,0,No,No,5,No,Cable,Yes,No,Yes,No,Yes,No,One year,Mailed Check,64.83,330.91,1,3,No,0-1 Year,Medium,Low,66.182
CUST003094,Male,68,1,Yes,No,39,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Bank Transfer,46.62,1788.71,3,3,Yes,2-4 Years,Low,Medium,45.86435897435898
CUST003095,Male,46,0,No,No,47,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Electronic Check,48.58,2272.24,0,3,Yes,2-4 Years,Low,Low,48.34553191489361
CUST003096,Male,78,1,No,No,37,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,One year,Mailed Check,81.38,3001.88,1,5,No,2-4 Years,High,Low,81.1318918918919
CUST003097,Female,70,1,Yes,Yes,31,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Bank Transfer,82.28,2573.94,1,1,No,2-4 Years,High,Low,83.03032258064516
CUST003098,Female,71,1,No,No,20,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-month,Mailed Check,95.64,1864.22,1,4,Yes,1-2 Years,High,Low,93.211
CUST003099,Male,80,1,Yes,Yes,14,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic Check,34.17,501.49,0,5,No,1-2 Years,Low,Low,35.82071428571429
CUST003100,Female,66,1,No,No,24,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Electronic Check,43.91,1035.77,0,2,Yes,1-2 Years,Low,Low,43.15708333333333
CUST003101,Female,59,0,Yes,No,65,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Mailed Check,104.11,6771.97,2,2,Yes,4-6 Years,High,Medium,104.18415384615385
CUST003102,Male,62,1,Yes,No,15,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Mailed Check,61.13,898.31,1,3,No,1-2 Years,Medium,Low,59.88733333333333
CUST003103,Male,60,1,Yes,No,72,No,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-month,Electronic Check,89.29,6449.59,0,5,Yes,4-6 Years,High,Low,89.57763888888888
CUST003104,Male,57,0,Yes,No,41,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Credit Card,49.67,2068.67,0,4,No,2-4 Years,Low,Low,50.45536585365854
CUST003105,Male,66,1,No,No,67,No,Fiber Optic,Yes,No,Yes,No,No,No,Two year,Mailed Check,108.12,7294.1,0,4,No,4-6 Years,High,Low,108.86716417910448
CUST003106,Female,63,1,Yes,No,52,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Credit Card,71.17,3736.23,2,4,Yes,4-6 Years,Medium,Medium,71.85057692307693
CUST003107,Female,68,1,No,No,4,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit Card,46.53,157.98,3,5,Yes,0-1 Year,Low,Medium,39.495
CUST003108,Female,52,0,No,No,68,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Bank Transfer,70.09,4806.67,2,1,Yes,4-6 Years,Medium,Medium,70.68632352941177
CUST003109,Male,19,0,Yes,Yes,21,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Bank Transfer,49.15,1029.12,1,4,No,1-2 Years,Low,Low,49.005714285714284
CUST003110,Female,68,1,No,No,25,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit Card,40.47,1009.53,0,2,Yes,2-4 Years,Low,Low,40.3812
CUST003111,Male,60,1,Yes,Yes,64,No,Cable,No,No,Yes,Yes,Yes,Yes,Two year,Bank Transfer,75.63,4815.83,2,5,No,4-6 Years,High,Medium,75.24734375
CUST003112,Female,24,0,No,No,53,Yes,Cable,Yes,No,Yes,Yes,No,No,Month-to-month,Electronic Check,77.93,4126.13,3,5,No,4-6 Years,High,Medium,77.85150943396226
CUST003113,Male,23,0,Yes,No,15,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Two year,Electronic Check,82.62,1196.4,1,1,Yes,1-2 Years,High,Low,79.76
CUST003114,Male,41,0,Yes,No,43,No,Cable,No,Yes,No,No,No,Yes,Month-to-month,Bank Transfer,26.12,1150.41,1,2,Yes,2-4 Years,Low,Low,26.75372093023256
CUST003115,Male,27,0,Yes,Yes,55,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Credit Card,70.69,3905.0,1,4,No,4-6 Years,Medium,Low,71.0
CUST003116,Female,79,1,Yes,Yes,3,Yes,Cable,No,Yes,Yes,Yes,No,No,Two year,Mailed Check,60.89,181.65,3,5,No,0-1 Year,Medium,Medium,60.550000000000004
CUST003117,Female,42,0,Yes,No,48,No,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-month,Bank Transfer,84.19,4033.59,2,3,No,2-4 Years,High,Medium,84.033125
CUST003118,Female,53,0,No,No,56,No,Cable,Yes,Yes,No,Yes,No,Yes,Month-to-month,Credit Card,58.63,3324.98,0,5,No,4-6 Years,Medium,Low,59.37464285714286
CUST003119,Female,23,0,No,No,46,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Month-to-month,Credit Card,74.38,3392.63,1,1,Yes,2-4 Years,High,Low,73.75282608695652
CUST003120,Female,75,1,No,No,71,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Mailed Check,91.3,6524.61,0,2,Yes,4-6 Years,High,Low,91.89591549295774
CUST003121,Female,78,1,Yes,No,72,No,DSL,No,No,Yes,Yes,No,Yes,One year,Bank Transfer,77.89,5604.56,0,3,No,4-6 Years,High,Low,77.84111111111112
CUST003122,Male,70,1,No,No,18,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-month,Credit Card,72.87,1259.3,1,1,Yes,1-2 Years,High,Low,69.96111111111111
CUST003123,Male,63,1,No,No,29,No,DSL,No,No,Yes,No,No,No,One year,Electronic Check,83.66,2425.44,3,3,No,2-4 Years,High,Medium,83.63586206896552
CUST003124,Male,47,0,Yes,No,53,No,Cable,No,Yes,Yes,No,No,Yes,One year,Bank Transfer,44.42,2413.65,4,3,No,4-6 Years,Low,High,45.54056603773585
CUST003125,Female,63,1,No,No,46,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Electronic Check,20.0,905.53,1,2,Yes,2-4 Years,Low,Low,19.685434782608695
CUST003126,Female,28,0,Yes,Yes,23,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Bank Transfer,80.49,1844.41,1,3,No,1-2 Years,High,Low,80.19173913043478
CUST003127,Female,41,0,No,No,42,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Electronic Check,81.69,3436.96,3,2,No,2-4 Years,High,Medium,81.83238095238096
CUST003128,Male,57,0,No,No,33,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Bank Transfer,39.15,1322.78,1,4,No,2-4 Years,Low,Low,40.084242424242426
CUST003129,Male,75,1,No,No,13,Yes,Fiber Optic,No,No,No,No,No,Yes,One year,Mailed Check,92.31,1187.94,0,1,Yes,1-2 Years,High,Low,91.38000000000001
CUST003130,Male,51,0,Yes,No,59,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-month,Bank Transfer,89.78,5283.68,2,2,Yes,4-6 Years,High,Medium,89.55389830508476
CUST003131,Female,61,1,Yes,No,67,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Electronic Check,77.12,5128.84,1,1,Yes,4-6 Years,High,Low,76.54985074626866
CUST003132,Female,26,0,Yes,Yes,12,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Mailed Check,20.0,180.94,2,5,No,0-1 Year,Low,Medium,15.078333333333333
CUST003133,Female,49,0,No,No,57,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Bank Transfer,80.27,4606.61,1,4,No,4-6 Years,High,Low,80.8177192982456
CUST003134,Male,33,0,No,No,36,No,DSL,No,No,No,Yes,Yes,Yes,One year,Credit Card,21.15,718.24,0,2,No,2-4 Years,Low,Low,19.95111111111111
CUST003135,Female,69,1,Yes,Yes,45,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,One year,Bank Transfer,55.74,2539.75,2,5,No,2-4 Years,Medium,Medium,56.43888888888889
CUST003136,Male,52,0,Yes,Yes,53,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,One year,Electronic Check,47.27,2502.57,2,1,Yes,4-6 Years,Low,Medium,47.21830188679245
CUST003137,Female,77,1,No,No,16,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-month,Bank Transfer,82.6,1297.65,1,4,Yes,1-2 Years,High,Low,81.103125
CUST003138,Male,22,0,Yes,No,56,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Bank Transfer,77.46,4315.84,1,4,No,4-6 Years,High,Low,77.06857142857143
CUST003139,Female,79,1,No,No,35,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Mailed Check,95.55,3300.48,3,2,Yes,2-4 Years,High,Medium,94.29942857142858
CUST003140,Male,40,0,Yes,Yes,60,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Mailed Check,55.96,3395.29,2,5,No,4-6 Years,Medium,Medium,56.588166666666666
CUST003141,Female,19,0,Yes,Yes,70,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-month,Mailed Check,66.05,4643.06,2,3,Yes,4-6 Years,Medium,Medium,66.32942857142858
CUST003142,Female,40,0,Yes,Yes,30,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,One year,Electronic Check,80.29,2353.51,2,2,Yes,2-4 Years,High,Medium,78.45033333333335
CUST003143,Male,40,0,Yes,No,7,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-month,Mailed Check,73.84,470.86,3,1,Yes,0-1 Year,High,Medium,67.26571428571428
CUST003144,Male,48,0,No,No,36,No,Cable,Yes,Yes,No,Yes,Yes,No,Month-to-month,Electronic Check,46.81,1713.51,2,5,No,2-4 Years,Low,Medium,47.5975
CUST003145,Female,41,0,No,No,64,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Two year,Bank Transfer,45.45,2855.18,1,3,No,4-6 Years,Low,Low,44.6121875
CUST003146,Female,18,0,Yes,Yes,43,Yes,DSL,No,Yes,No,Yes,No,No,One year,Bank Transfer,33.13,1416.34,2,3,No,2-4 Years,Low,Medium,32.93813953488372
CUST003147,Female,42,0,No,No,53,No,Cable,No,Yes,No,Yes,No,Yes,Month-to-month,Electronic Check,75.83,4059.42,1,1,Yes,4-6 Years,High,Low,76.59283018867924
CUST003148,Male,34,0,No,No,56,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Credit Card,51.91,2885.97,1,5,No,4-6 Years,Low,Low,51.53517857142857
CUST003149,Female,48,0,Yes,No,28,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-to-month,Mailed Check,53.33,1492.5,2,3,No,2-4 Years,Medium,Medium,53.30357142857143
CUST003150,Female,70,1,Yes,Yes,53,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Bank Transfer,59.05,3129.6,3,2,No,4-6 Years,Medium,Medium,59.049056603773586
CUST003151,Female,79,1,Yes,Yes,26,No,Fiber Optic,Yes,Yes,No,No,No,Yes,One year,Mailed Check,68.44,1763.9,2,3,No,2-4 Years,Medium,Medium,67.8423076923077
CUST003152,Male,78,1,Yes,Yes,12,Yes,Cable,Yes,No,Yes,No,No,No,Month-to-month,Bank Transfer,91.45,1039.38,0,2,Yes,0-1 Year,High,Low,86.61500000000001
CUST003153,Female,33,0,No,No,11,No,Cable,Yes,Yes,Yes,No,No,No,Month-to-month,Electronic Check,26.34,286.13,2,4,Yes,0-1 Year,Low,Medium,26.01181818181818
CUST003154,Male,60,1,Yes,Yes,62,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-month,Credit Card,98.75,6071.98,1,1,Yes,4-6 Years,High,Low,97.93516129032257
CUST003155,Female,28,0,No,No,49,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-month,Bank Transfer,97.61,4769.0,0,1,Yes,4-6 Years,High,Low,97.3265306122449
CUST003156,Male,29,0,Yes,No,71,No,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank Transfer,46.38,3259.3,1,5,No,4-6 Years,Low,Low,45.9056338028169
CUST003157,Female,55,0,No,No,2,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Two year,Electronic Check,61.52,124.96,1,4,Yes,0-1 Year,Medium,Low,62.48
CUST003158,Female,38,0,No,No,60,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-month,Credit Card,95.66,5720.2,0,3,Yes,4-6 Years,High,Low,95.33666666666666
CUST003159,Male,21,0,Yes,No,30,Yes,Fiber Optic,No,No,No,Yes,No,No,One year,Electronic Check,59.4,1782.83,5,3,No,2-4 Years,Medium,High,59.42766666666667
CUST003160,Male,80,1,Yes,No,37,Yes,Cable,No,Yes,No,No,Yes,No,Month-to-month,Credit Card,54.47,1971.91,3,5,Yes,2-4 Years,Medium,Medium,53.29486486486487
CUST003161,Female,23,0,No,No,71,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Electronic Check,83.72,5999.83,4,4,No,4-6 Years,High,High,84.50464788732394
CUST003162,Female,22,0,No,No,55,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One year,Electronic Check,79.81,4419.75,1,1,Yes,4-6 Years,High,Low,80.35909090909091
CUST003163,Male,71,1,Yes,Yes,7,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Electronic Check,77.37,551.22,0,4,Yes,0-1 Year,High,Low,78.74571428571429
CUST003164,Female,35,0,Yes,No,18,No,Cable,No,No,Yes,No,No,Yes,Month-to-month,Credit Card,84.12,1478.92,0,4,No,1-2 Years,High,Low,82.16222222222223
CUST003165,Female,37,0,Yes,No,56,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Credit Card,38.05,2171.94,0,4,Yes,4-6 Years,Low,Low,38.784642857142856
CUST003166,Female,54,0,No,No,15,Yes,DSL,Yes,No,No,No,Yes,No,One year,Credit Card,60.55,935.69,2,4,No,1-2 Years,Medium,Medium,62.379333333333335
CUST003167,Female,61,1,No,No,3,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,Mailed Check,102.17,272.18,4,5,Yes,0-1 Year,High,High,90.72666666666667
CUST003168,Male,38,0,No,No,59,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Bank Transfer,26.83,1605.92,0,2,Yes,4-6 Years,Low,Low,27.21898305084746
CUST003169,Female,50,0,No,No,71,No,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-month,Mailed Check,56.79,4091.49,2,2,Yes,4-6 Years,Medium,Medium,57.626619718309854
CUST003170,Male,31,0,No,No,31,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Mailed Check,49.09,1509.59,1,2,Yes,2-4 Years,Low,Low,48.696451612903225
CUST003171,Male,52,0,No,No,66,Yes,Cable,No,Yes,Yes,No,Yes,Yes,One year,Electronic Check,88.64,5831.74,1,3,Yes,4-6 Years,High,Low,88.35969696969697
CUST003172,Male,36,0,No,No,39,No,Fiber Optic,Yes,No,No,No,Yes,Yes,One year,Credit Card,61.42,2370.56,0,5,No,2-4 Years,Medium,Low,60.783589743589744
CUST003173,Female,33,0,Yes,Yes,48,Yes,Cable,No,Yes,No,Yes,No,No,Month-to-month,Electronic Check,80.49,3864.17,2,4,Yes,2-4 Years,High,Medium,80.50354166666666
CUST003174,Male,21,0,Yes,Yes,63,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-month,Electronic Check,65.52,4068.63,2,3,No,4-6 Years,Medium,Medium,64.58142857142857
CUST003175,Male,63,1,No,No,20,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Electronic Check,80.06,1564.1,1,3,Yes,1-2 Years,High,Low,78.205
CUST003176,Male,48,0,No,No,11,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-month,Electronic Check,69.93,806.02,1,2,Yes,0-1 Year,Medium,Low,73.27454545454545
CUST003177,Female,77,1,No,No,26,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Credit Card,111.69,2889.76,2,2,Yes,2-4 Years,High,Medium,111.14461538461539
CUST003178,Female,50,0,No,No,39,No,Fiber Optic,No,No,Yes,No,Yes,No,Two year,Electronic Check,94.9,3648.82,0,5,Yes,2-4 Years,High,Low,93.55948717948718
CUST003179,Female,32,0,No,No,46,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Bank Transfer,53.61,2501.67,1,2,Yes,2-4 Years,Medium,Low,54.38413043478261
CUST003180,Female,53,0,No,No,35,Yes,Cable,No,Yes,No,Yes,Yes,No,Month-to-month,Bank Transfer,56.58,2008.48,2,1,No,2-4 Years,Medium,Medium,57.38514285714286
CUST003181,Female,20,0,Yes,No,35,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Electronic Check,72.66,2519.01,4,5,Yes,2-4 Years,High,High,71.9717142857143
CUST003182,Female,45,0,Yes,No,22,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Electronic Check,68.04,1556.14,1,2,Yes,1-2 Years,Medium,Low,70.73363636363636
CUST003183,Male,60,1,No,No,19,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Two year,Credit Card,89.88,1732.71,1,5,No,1-2 Years,High,Low,91.19526315789474
CUST003184,Male,50,0,Yes,No,17,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Electronic Check,70.37,1195.52,1,4,Yes,1-2 Years,Medium,Low,70.32470588235294
CUST003185,Female,18,0,Yes,Yes,55,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Electronic Check,105.19,5834.14,2,2,Yes,4-6 Years,High,Medium,106.07527272727273
CUST003186,Female,63,1,Yes,No,21,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic Check,20.0,428.94,1,1,Yes,1-2 Years,Low,Low,20.425714285714285
CUST003187,Female,60,1,Yes,No,57,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Month-to-month,Electronic Check,57.42,3260.96,0,4,Yes,4-6 Years,Medium,Low,57.20982456140351
CUST003188,Male,18,0,No,No,62,No,Cable,No,Yes,Yes,Yes,Yes,Yes,Two year,Bank Transfer,57.88,3547.61,1,4,No,4-6 Years,Medium,Low,57.21951612903226
CUST003189,Male,64,1,No,No,71,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Mailed Check,76.76,5502.93,1,5,No,4-6 Years,High,Low,77.50605633802817
CUST003190,Male,57,0,No,No,44,No,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-month,Electronic Check,82.16,3596.34,0,5,Yes,2-4 Years,High,Low,81.735
CUST003191,Female,42,0,Yes,No,4,Yes,Fiber Optic,Yes,No,No,No,Yes,No,One year,Electronic Check,70.99,293.17,2,5,Yes,0-1 Year,Medium,Medium,73.2925
CUST003192,Female,66,1,No,No,0,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Two year,Mailed Check,80.08,0.0,2,1,Yes,0-1 Year,High,Medium,0.0
CUST003193,Male,78,1,Yes,Yes,54,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-month,Bank Transfer,105.3,5696.34,0,2,Yes,4-6 Years,High,Low,105.48777777777778
CUST003194,Male,29,0,Yes,Yes,44,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,One year,Credit Card,82.07,3571.61,0,1,No,2-4 Years,High,Low,81.17295454545454
CUST003195,Male,40,0,Yes,Yes,16,No,Cable,Yes,Yes,No,No,No,Yes,Month-to-month,Credit Card,35.42,565.51,1,5,Yes,1-2 Years,Low,Low,35.344375
CUST003196,Female,28,0,Yes,Yes,1,Yes,Cable,Yes,No,Yes,No,No,Yes,Month-to-month,Bank Transfer,52.77,104.17,1,2,Yes,0-1 Year,Medium,Low,104.17
CUST003197,Male,32,0,Yes,Yes,4,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Bank Transfer,36.92,93.59,0,4,Yes,0-1 Year,Low,Low,23.3975
CUST003198,Female,36,0,Yes,Yes,18,No,Cable,Yes,Yes,No,Yes,No,Yes,One year,Credit Card,57.28,1048.57,0,5,No,1-2 Years,Medium,Low,58.25388888888889
CUST003199,Male,79,1,Yes,No,49,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Electronic Check,48.41,2340.26,0,3,No,4-6 Years,Low,Low,47.76040816326531
CUST003200,Female,64,1,Yes,Yes,64,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Credit Card,58.18,3747.36,1,5,No,4-6 Years,Medium,Low,58.5525
CUST003201,Female,52,0,No,No,56,No,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-month,Mailed Check,83.89,4644.03,1,4,No,4-6 Years,High,Low,82.92910714285713
CUST003202,Male,65,1,Yes,Yes,10,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Bank Transfer,99.35,1023.9,3,1,Yes,0-1 Year,High,Medium,102.39
CUST003203,Female,79,1,No,No,68,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-month,Bank Transfer,64.71,4357.77,0,1,Yes,4-6 Years,Medium,Low,64.08485294117648
CUST003204,Female,66,1,No,No,66,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Mailed Check,21.61,1444.76,1,4,Yes,4-6 Years,Low,Low,21.89030303030303
CUST003205,Male,35,0,Yes,Yes,15,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Mailed Check,51.42,741.06,2,2,Yes,1-2 Years,Low,Medium,49.403999999999996
CUST003206,Male,33,0,No,No,34,No,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-month,Mailed Check,78.33,2674.99,1,3,Yes,2-4 Years,High,Low,78.67617647058823
CUST003207,Male,43,0,Yes,Yes,30,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Electronic Check,60.1,1747.02,1,1,Yes,2-4 Years,Medium,Low,58.234
CUST003208,Male,43,0,Yes,Yes,41,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed Check,20.43,848.32,0,2,Yes,2-4 Years,Low,Low,20.690731707317074
CUST003209,Male,36,0,Yes,No,49,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-month,Mailed Check,92.15,4468.58,3,5,Yes,4-6 Years,High,Medium,91.19551020408163
CUST003210,Male,41,0,Yes,No,48,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Electronic Check,20.0,964.84,0,3,No,2-4 Years,Low,Low,20.100833333333334
CUST003211,Female,36,0,No,No,63,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Credit Card,49.61,3096.12,0,4,No,4-6 Years,Low,Low,49.1447619047619
CUST003212,Male,68,1,No,No,13,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Mailed Check,73.24,896.9,1,2,Yes,1-2 Years,High,Low,68.99230769230769
CUST003213,Female,25,0,No,No,67,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One year,Mailed Check,68.46,4577.05,0,3,No,4-6 Years,Medium,Low,68.31417910447762
CUST003214,Female,19,0,No,No,69,No,Fiber Optic,No,No,No,Yes,Yes,No,Two year,Credit Card,80.34,5580.0,4,3,No,4-6 Years,High,High,80.8695652173913
CUST003215,Female,38,0,Yes,Yes,52,No,Fiber Optic,No,No,No,Yes,No,Yes,Month-to-month,Electronic Check,63.14,3339.72,0,1,No,4-6 Years,Medium,Low,64.22538461538461
CUST003216,Male,19,0,No,No,33,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Credit Card,98.92,3270.56,3,5,Yes,2-4 Years,High,Medium,99.10787878787879
CUST003217,Male,68,1,No,No,27,No,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed Check,38.26,1015.81,2,2,No,2-4 Years,Low,Medium,37.62259259259259
CUST003218,Male,29,0,Yes,Yes,38,No,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed Check,20.0,701.09,2,3,No,2-4 Years,Low,Medium,18.449736842105263
CUST003219,Male,24,0,No,No,8,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-month,Mailed Check,69.0,580.19,3,1,Yes,0-1 Year,Medium,Medium,72.52375
CUST003220,Male,26,0,No,No,72,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Two year,Electronic Check,50.82,3609.22,1,4,No,4-6 Years,Low,Low,50.128055555555555
CUST003221,Female,39,0,Yes,No,53,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Two year,Electronic Check,72.66,3800.85,0,5,Yes,4-6 Years,High,Low,71.71415094339622
CUST003222,Male,59,0,Yes,Yes,25,Yes,Fiber Optic,Yes,No,No,No,No,Yes,One year,Electronic Check,74.56,1869.35,3,3,Yes,2-4 Years,High,Medium,74.774
CUST003223,Male,66,1,No,No,14,Yes,Fiber Optic,No,No,Yes,No,No,Yes,One year,Bank Transfer,88.78,1248.07,1,2,Yes,1-2 Years,High,Low,89.14785714285713
CUST003224,Male,54,0,Yes,Yes,36,No,Cable,No,No,No,Yes,No,No,Month-to-month,Credit Card,74.32,2701.76,0,2,No,2-4 Years,High,Low,75.0488888888889
CUST003225,Female,24,0,Yes,Yes,20,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Two year,Bank Transfer,93.34,1818.85,2,1,Yes,1-2 Years,High,Medium,90.9425
CUST003226,Male,79,1,No,No,24,Yes,Fiber Optic,No,Yes,No,No,No,No,Two year,Mailed Check,72.72,1773.7,0,5,No,1-2 Years,High,Low,73.90416666666667
CUST003227,Female,27,0,Yes,Yes,48,Yes,Cable,No,Yes,Yes,Yes,Yes,No,Two year,Mailed Check,58.57,2834.39,1,1,No,2-4 Years,Medium,Low,59.049791666666664
CUST003228,Female,39,0,No,No,56,Yes,Unknown,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic Check,73.38,4054.96,1,2,Yes,4-6 Years,High,Low,72.41
